year,model,terrain,engine_capacity,mpg,exterior_color,interior_color,gear_type,type_of_car,number_of_keys,price,miles
2016 AUDI,A4,Premium Sedan 4D,"4-Cyl, Turbo, 2.0 Liter",21 City / 30 Hwy,White,Black,"Auto, 8-Spd Tiptronic",4 Door Sedan,2,"$21,990 ","30,110 miles"
2015 KIA,SOUL,Wagon 4D,"4-Cyl, 1.6 Liter",24 City / 30 Hwy,Black,Black,"Auto, 6-Spd Sportmatic",4 Door Wagon,2,"$11,990 ","86,724 miles"
2012 INFINITI,G,G37 Journey Sedan 4D,"V6, 3.7 Liter",19 City / 27 Hwy,Gray,Gray,"Auto, 7-Spd W/Manual Md",4 Door Sedan,2,"$14,990 ","85,830 miles"
2014 FORD,ESCAPE,Titanium Sport Utility 4D,"4-Cyl, EcoBoost, 1.6L",22 City / 30 Hwy,Black,Med Light Stone Leather Sea,"Auto, 6-Spd W/SelShft",4 Door SUV,2,"$18,590 ","35,346 miles"
2014 VOLKSWAGEN,JETTA,1.8T SE Sedan 4D,"4-Cyl, PZEV, 1.8T",25 City / 36 Hwy,Silver,Black,Auto 6-Spd W/Tptrnc & Spt,4 Door Sedan,1,"$11,590 ","75,305 miles"
2017 VOLKSWAGEN,GOLF GTI,Sport Hatchback Sedan 4D,"4-Cyl, Turbo, 2.0 Liter",24 City / 32 Hwy,Silver,Black,"Auto, 6-Spd Tiptronic",4 Door Sedan,2,"$20,590 ","45,042 miles"
2016 SUBARU,OUTBACK,2.5i Limited Wagon 4D,"4-Cyl, 2.5 Liter",25 City / 33 Hwy,White,Black,"Auto, CVT Manual",4 Door Wagon,1,"$21,590 ","45,499 miles"
2016 AUDI,A3,2.0T Premium Sedan 4D ,"4-Cyl, Turbo, 2.0 Liter",24 City / 33 Hwy,Blue,Black,"Auto, 6-Spd S Tronic",4 Door Sedan,2,"$19,990 "," 50,889 miles"
2017 KIA,FORTE,EX Sedan 4D,"4-Cyl, GDI, 2.0 Liter",25 City / 33 Hwy,Black,Gray,"Automatic, 6-Spd",4 Door Sedan,2,"$14,990 ","10,430 miles"
2017 TOYOTA,COROLLA,SE Sedan 4D,"4-Cyl, 1.8 Liter",27 City / 35 Hwy,White,Black,"Manual, 6-Spd",4 Door Sedan,1,"$15,990 ","37,276 miles"
2017 HONDA,PILOT,LX Sport Utility 4D,"V6, I-VTEC, 3.5 Liter",19 City / 27 Hwy,Blue,Gray,"Automatic, 6-Spd",4 Door SUV,1,"$23,990 ","38,210 miles"
2014 HONDA,CR-V,LX Sport Utility 4D,"4-Cyl, I-VTEC, 2.4 Liter",23 City / 31 Hwy,White,Black,"Automatic, 5-Spd",4 Door SUV,2,"$15,990 ","58,775 miles"
2017 FIAT,124 SPIDER,Abarth Convertible 2D,"4-Cyl, MultiAir, 1.4T",26 City / 35 Hwy,White,Black,"Manual, 6-Spd",2 Door Convertible,1,"$23,990 ","12,886 miles"
2017 NISSAN,ROGUE SPORT,SV Sport Utility 4D,"4-Cyl, 2.0 Liter",24 City / 30 Hwy,Blue,Lt. Gray,"Auto, CVT Xtronic",4 Door SUV,2,"$17,590 ","17,184 miles"
2017 VOLKSWAGEN,GOLF ALLTRACK,TSI S Wagon 4D,"4-Cyl, Turbo, 1.8 Liter",22 City / 30 Hwy,White,Brown,"Automatic, 6-Spd DSG W/Tiptronic",4 Door Wagon,2,"$20,990 ","35,490 miles"
2015 CHEVROLET,CAMARO,LT Convertible 2D,"V6, 3.6 Liter",19 City / 30 Hwy,Silver,Black,"Auto, 6-Spd W/TAPshift",2 Door Convertible,2,"$19,990 ","47,129 miles"
2018 FORD,FUSION,Titanium Sedan 4D,"4-Cyl, EcoBoost, Turbo, 2.0 Liter",20 City / 29 Hwy,Silver,Ebony,"Automatic, 6-Spd W/SelectShift",4 Door Sedan,2,"$20,990 ","18,575 miles"
2015 BUICK,ENCORE,Sport Utility 4D,"4-Cyl, ECOTEC, 1.4T",25 City / 33 Hwy,Red,Lt. Gray,"Automatic, 6-Spd W/Overdrive",4 Door SUV,2,"$14,590 ","38,926 miles"
2014 LEXUS,IS,IS 250 Sedan 4D,"V6, 2.5 Liter",21 City / 30 Hwy,Gray,Black,"Automatic, 6-Spd",4 Door Sedan,2,"$22,990 ","40,018 miles"
2018 JEEP,CHEROKEE,Latitude Plus Sport Utility 4D,"4-Cyl, 2.4 Liter",21 City / 30 Hwy,Gray,Black,"Automatic, 9-Spd",4 Door SUV,1,"$18,990 ","42,108 miles"
2020 MAZDA,CX-5,Sport SUV 4D,"4-Cyl, SKYACTIV-G, 2.5 Liter",25 City / 31 Hwy,Red,Black,"Automatic, 6-Spd SKYACTIV-Drive W/Manual & Sport Modes",4 Door SUV,1,"$23,990 ","9,916 miles"
2016 HONDA,HR-V,EX Sport Utility 4D,"4-Cyl, I-VTEC, 1.8 Liter",27 City / 32 Hwy,Red,Black,"Auto, CVT W/Sport Mode",4 Door SUV,2,"$19,590 ","14,630 miles"
2018 MITSUBISHI,OUTLANDER SPORT,ES Sport Utility 4D,"4-Cyl, 2.0 Liter",24 City / 30 Hwy,Silver,Gray,"Automatic, CVT W/Sportronic",4 Door SUV,2,"$16,590 ","23,583 miles"
2014 BMW,2 SERIES,228i Coupe 2D,"4-Cyl, Turbo, 2.0 Liter",23 City / 35 Hwy,Silver,Black,"Automatic, 8-Spd Sport",2 Door Coupe,2,"$18,990 ","38,695 miles"
2014 FORD,FUSION,SE Sedan 4D,4-Cyl EcoBoost Turbo 1.5L,23 City / 36 Hwy,Silver,Charcoal Blk Lthr Trim Seat,"Automatic, 6-Spd",4 Door Sedan,2,"$12,990 ","69,899 miles"
2015 JEEP,CHEROKEE,TrailHawk Sport Utility 4D,"V6, 3.2 Liter",19 City / 26 Hwy,Burgundy,Black,"Automatic, 9-Spd",4 Door SUV,2,"$20,590 ","70,816 miles"
2013 HYUNDAI,ACCENT,GS Hatchback 4D,"4-Cyl, 1.6 Liter",28 City / 37 Hwy,Silver,Gray,"Automatic, 6-Spd W/Overdrive & Shiftronic",4 Door Hatchback,1,"$10,990 ","43,093 miles"
2019 ACURA,RDX,Sport Utility 4D,"4-Cyl, VTEC, Turbo, 2.0 Liter",22 City / 28 Hwy,Red,Tan,"Automatic, 10-Spd W/Sequential SportShift",4 Door SUV,2,"$33,590 ","11,570 miles"
2014 FORD,MUSTANG,GT Premium Convertible 2D,"V8, 5.0 Liter",15 City / 26 Hwy,Red,Char Black Turned Mini Leat,"Manual, 6-Spd",2 Door Convertible,1,"$21,990 ","81,809 miles"
2015 TOYOTA,RAV4,LE Sport Utility 4D,"4-Cyl, 2.5 Liter",24 City / 31 Hwy,Red,Gray,"Automatic, 6-Spd",4 Door SUV,1,"$17,590 ","29,456 miles"
2011 LEXUS,RX,RX 350 Sport Utility 4D,"V6, 3.5 Liter",18 City / 25 Hwy,White,Black,"Automatic, 6-Spd W/Overdrive & Sequential Mode",4 Door SUV,1,"$18,590 ","78,861 miles"
2013 TOYOTA,PRIUS C,Two Hatchback 4D,"4-Cyl, Hybrid, 1.5 Liter",53 City / 46 Hwy,White,Lt. Blue,"Automatic, CVT",4 Door Hatchback,1,"$13,590 ","39,459 miles"
2013 TOYOTA,RAV4,Limited Sport Utility 4D,"4-Cyl, 2.5 Liter",22 City / 29 Hwy,White,Black,"Automatic, 6-Spd",4 Door SUV,1,"$16,990 ","94,983 miles"
2020 NISSAN,SENTRA,SR Sedan 4D,"4-Cyl, 2.0 Liter",28 City / 37 Hwy,Black,Black,"Automatic, CVT W/Xtronic",4 Door Sedan,2,"$19,990 ","12,313 miles"
2013 AUDI,A7,Premium Plus Sedan 4D,"V6, Supercharged, 3.0 Liter",18 City / 28 Hwy,White,Beige,"Auto, 8-Spd Tiptronic",4 Door Sedan,2,"$23,990 ","72,000 miles"
2017 JEEP,RENEGADE,Latitude Sport Utility 4D,"4-Cyl, MultiAir, FF 2.4L",22 City / 30 Hwy,White,Black,"Automatic, 9-Spd",4 Door SUV,1,"$15,990 ","54,729 miles"
2019 MINI,HARDTOP 4 DOOR,Cooper S Hatchback 4D ,"4-Cyl, Turbo, 2.0 Liter",25 City / 32 Hwy,Red,Black,"Automatic, 6-Spd Sport",4 Door Hatchback,2,"$24,990 "," 15,022 miles"
2013 LINCOLN,MKX,Sport Utility 4D,"V6, 3.7 Liter",19 City / 26 Hwy,White,Lt Stone Leather Blackets,"Auto, 6-Spd W/SelShft",4 Door SUV,2,"$18,990 ","48,527 miles"
2017 TOYOTA,COROLLA,LE Sedan 4D,"4-Cyl, 1.8 Liter",28 City / 36 Hwy,Blue,Black,"Automatic, CVTi-S",4 Door Sedan,1,"$15,590 ","18,959 miles"
2016 SCION,IM,Hatchback 4D,"4-Cyl, 1.8 Liter",28 City / 37 Hwy,White,Black,"Auto, CVTi-S Sport Seq",4 Door Hatchback,2,"$12,990 ","68,938 miles"
2020 MERCEDES-BENZ,GLA,GLA 250 Sport Utility 4D,"4-Cyl, Turbo, 2.0 Liter",24 City / 34 Hwy,White,Beige,"Automatic, 7-Spd W/7G-DCT",4 Door SUV,2,"$34,990 ","7,505 miles"
2016 TOYOTA,RAV4,LE Sport Utility 4D,"4-Cyl, 2.5 Liter",24 City / 31 Hwy,White,Black,"Automatic, 6-Spd",4 Door SUV,2,"$18,990 ","44,862 miles"
2012 AUDI,A6,3.0T Quattro Premium Sedan 4D,"V6, Supercharged, 3.0 Liter",19 City / 28 Hwy,Silver,Black,"Auto, 8-Spd Tiptronic",4 Door Sedan,2,"$18,990 ","69,917 miles"
2014 CHEVROLET,MALIBU,LT Sedan 4D,"4-Cyl, Turbo, 2.0 Liter",21 City / 30 Hwy,Blue,Jet Black/Titanium,"Automatic, 6-Spd W/Overdrive & Manual Mode",4 Door Sedan,2,"$13,990 ","63,242 miles"
2013 JEEP,GRAND CHEROKEE,Limited Sport Utility 4D,"V6, Flex Fuel, 3.6 Liter",17 City / 23 Hwy,Red,Black,"Automatic, 5-Spd",4 Door SUV,1,"$20,990 ","37,377 miles"
2014 HONDA,CIVIC,LX Sedan 4D,"4-Cyl, I-VTEC, 1.8 Liter",30 City / 39 Hwy,Brown,Beige,"Automatic, CVT",4 Door Sedan,1,"$12,990 ","41,574 miles"
2011 TOYOTA,SIENNA,LE Minivan 4D,"V6, 3.5 Liter",18 City / 24 Hwy,White,Black,"Automatic, 6-Spd W/Overdrive",4 Door Minivan,1,"$16,990 ","43,444 miles"
2016 HONDA,HR-V,EX Sport Utility 4D,"4-Cyl, I-VTEC, 1.8 Liter",28 City / 35 Hwy,Silver,Gray,"Auto, CVT W/Sport Mode",4 Door SUV,2,"$18,990 ","8,207 miles"
2018 KIA,FORTE,LX Sedan 4D,"4-Cyl, 2.0 Liter",29 City / 37 Hwy,Red,Black,"Automatic, 6-Spd W/Sportmatic",4 Door Sedan,2,"$13,990 ","27,014 miles"
2015 HYUNDAI,SONATA,SE Sedan 4D,"4-Cyl, PZEV, 2.4 Liter",25 City / 37 Hwy,Silver,Gray,"Auto, 6-Spd W/Shiftronic & Drive Mode Select",4 Door Sedan,2,"$12,990 ","66,307 miles"
2015 TOYOTA,COROLLA,LE Sedan 4D,"4-Cyl, 1.8 Liter",29 City / 38 Hwy,Silver,Gray,"Automatic, CVTi-S",4 Door Sedan,1,"$12,990 ","45,418 miles"
2017 MAZDA,MAZDA6,Touring Sedan 4D,4-Cyl PZEV SKYACTIV-G 2.5L,26 City / 35 Hwy,Gray,Black,"Auto, 6-Spd Spt Manual",4 Door Sedan,1,"$18,990 ","12,996 miles"
2017 NISSAN,JUKE,SV Sport Utility 4D,"4-Cyl, Turbo, 1.6 Liter",28 City / 32 Hwy,White,Black,"Automatic, CVT W/Xtronic",4 Door SUV,1,"$16,590 ","34,471 miles"
2014 RAM,1500 REGULAR CAB,Express Pickup 2D 6 1/3 ft,"V8, HEMI, 5.7 Liter",14 City / 20 Hwy,White,Black,"Automatic, 6-Spd",2 Door Truck,2,"$20,590 ","71,352 miles"
2017 VOLKSWAGEN,GOLF GTI,S Hatchback Sedan 4D,"4-Cyl, Turbo, 2.0 Liter",24 City / 32 Hwy,Black,Black,"Auto, 6-Spd Tiptronic",4 Door Sedan,1,"$20,990 ","21,748 miles"
2015 CADILLAC,SRX,Performance Collection Sport Utility 4D,"V6, 3.6 Liter",16 City / 23 Hwy,Purple,Beige,"Automatic, 6-Spd W/Overdrive & TAPshift",4 Door SUV,2,"$21,990 ","58,739 miles"
2013 TOYOTA,PRIUS V,Three Wagon 4D,"4-Cyl, Hybrid, 1.8 Liter",44 City / 40 Hwy,Silver,Gray,"Automatic, CVT",4 Door Wagon,1,"$12,590 ","80,080 miles"
2015 LEXUS,CT,CT 200h Hatchback 4D,"4-Cyl, Hybrid, 1.8 Liter",43 City / 40 Hwy,Black,Black,"Automatic, CVT",4 Door Hatchback,1,"$18,590 ","59,418 miles"
2013 HONDA,ACCORD,EX-L Coupe 2D,"4-Cyl, PZEV, 2.4 Liter",26 City / 35 Hwy,Brown,Black,"Automatic, CVT",2 Door Coupe,2,"$15,990 ","50,268 miles"
2018 KIA,SOUL,Wagon 4D,"4-Cyl, 1.6 Liter",25 City / 30 Hwy,Silver,Black,"Automatic, 6-Spd",4 Door Wagon,1,"$14,590 ","26,335 miles"
2014 VOLKSWAGEN,JETTA SPORTWAGEN,2.5L S Sport Wagon 4D,"5-Cyl, PZEV, 2.5 Liter",23 City / 30 Hwy,Blue,Black,Auto 6-Spd DSG Tptrnc Spt,4 Door Wagon,1,"$13,590 ","55,514 miles"
2012 BMW,5 SERIES,528i Sedan 4D,"4-Cyl, Turbo, 2.0 Liter",23 City / 34 Hwy,Gray,Beige,Auto 8-Spd Stptrnc Spt MM,4 Door Sedan,2,"$16,590 ","73,899 miles"
2012 CHEVROLET,AVALANCHE,LTZ Sport Utility Pickup 4D 5 1/4 ft,"V8, Flex Fuel, 5.3 Liter",15 City / 21 Hwy,Silver,Gray,"Automatic, 6-Spd",4 Door SUV,1,"$25,990 ","66,475 miles"
2014 TOYOTA,PRIUS V,Three Wagon 4D,"4-Cyl, Hybrid, 1.8 Liter",44 City / 40 Hwy,Blue,Tan,"Automatic, CVT",4 Door Wagon,1,"$15,590 ","67,085 miles"
2014 BUICK,LACROSSE,Leather Sedan 4D,"4-Cyl, EAssist, 2.4 Liter",25 City / 36 Hwy,Beige,Beige,"Auto, 6-Spd Shft Ctrl",4 Door Sedan,2,"$17,990 ","12,323 miles"
2014 MERCEDES-BENZ,E-CLASS,E 350 Cabriolet 2D,"V6, 3.5 Liter",19 City / 28 Hwy,White,Black Leather,"Auto, 7-Spd Sport Mode",2 Door Convertible,2,"$28,590 ","39,526 miles"
2019 FORD,ECOSPORT,SE Sport Utility 4D,"3-Cyl, EcoBoost, Turbo, 1.0 Liter",27 City / 29 Hwy,Blue,Ebony Blk Unique Cloth Seat,"Automatic, 6-Spd W/SelectShift",4 Door SUV,1,"$17,990 ","12,100 miles"
2019 CHRYSLER,PACIFICA,Touring L Minivan 4D,"V6, 3.6 Liter",18 City / 28 Hwy,Silver,Black,"Automatic, 9-Spd",4 Door Minivan,1,"$20,990 ","47,412 miles"
2014 MERCEDES-BENZ,E-CLASS,E 350 Sedan 4D,"V6, 3.5 Liter",21 City / 30 Hwy,Silver,Gray,"Auto, 7-Spd Sport Mode",4 Door Sedan,2,"$20,990 ","62,652 miles"
2018 VOLKSWAGEN,TIGUAN,2.0T S Sport Utility 4D,"4-Cyl, Turbo, 2.0 Liter",22 City / 27 Hwy,Black,Black,"Auto, 8-Spd Tiptronic Spt",4 Door SUV,2,"$18,990 ","27,811 miles"
2016 AUDI,Q5,2.0T Premium Plus Sport Utility 4D,"4-Cyl, Turbo, 2.0 Liter",20 City / 28 Hwy,Gray,Black,"Auto, 8-Spd Tiptronic Spt",4 Door SUV,2,"$25,990 ","41,985 miles"
2014 BUICK,VERANO,Leather Sedan 4D,"4-Cyl, ECOTEC, FF, 2.4L",21 City / 32 Hwy,Gray,Black,"Auto, 6-Spd W/Shft Ctrl",4 Door Sedan,1,"$16,590 ","9,996 miles"
2017 JEEP,RENEGADE,Limited Sport Utility 4D,"4-Cyl, MultiAir, 2.4L",21 City / 29 Hwy,Gray,Black,"Automatic, 9-Spd",4 Door SUV,2,"$19,990 ","18,694 miles"
2017 TOYOTA,COROLLA,SE Sedan 4D,"4-Cyl, 1.8 Liter",28 City / 36 Hwy,Red,Black,"Automatic, CVTi-S",4 Door Sedan,1,"$16,590 ","27,832 miles"
2013 CADILLAC,ATS,2.5L Standard Sedan 4D,"4-Cyl, 2.5 Liter",22 City / 33 Hwy,Silver,Black,"Automatic, 6-Spd",4 Door Sedan,2,"$14,590 ","79,470 miles"
2015 TOYOTA,RAV4,XLE Sport Utility 4D,"4-Cyl, 2.5 Liter",22 City / 29 Hwy,White,Black,"Automatic, 6-Spd",4 Door SUV,2,"$19,590 ","42,643 miles"
2014 LEXUS,RX,RX 350 Sport Utility 4D,"V6, 3.5 Liter",18 City / 25 Hwy,Silver,Black,"Auto, 6-Spd Seq Shft",4 Door SUV,1,"$22,590 ","70,248 miles"
2015 MERCEDES-BENZ,GLK-CLASS,GLK 350 Sport Utility 4D,"V6, 3.5 Liter",19 City / 25 Hwy,Red,Beige,"Auto, 7-Spd Touch Shift",4 Door SUV,2,"$22,990 ","46,037 miles"
2016 MAZDA,MX-5 MIATA,Club Convertible 2D,"4-Cyl, 2.0 Liter",27 City / 34 Hwy,White,Black,"Manual, 6-Spd",2 Door Convertible,2,"$19,990 ","41,843 miles"
2017 JEEP,WRANGLER UNLIMITED,Sport SUV 4D,"V6, 3.6 Liter",16 City / 20 Hwy,White,Black Interior Color,"Automatic, 5-Spd",4 Door SUV,2,"$32,990 ","10,935 miles"
2014 ACURA,RLX,Sedan 4D,"V6, I-VTEC, 3.5 Liter",20 City / 31 Hwy,Black,Gray,"Auto, 6-Spd W/SportShift",4 Door Sedan,2,"$17,990 ","91,091 miles"
2013 INFINITI,G,G37 Journey Sedan 4D,"V6, 3.7 Liter",19 City / 26 Hwy,Beige,Beige,"Auto, 7-Spd W/Manual Md",4 Door Sedan,1,"$16,990 ","61,359 miles"
2014 CHRYSLER,TOWN & COUNTRY,Touring Minivan 4D,"V6, 3.6 Liter",17 City / 25 Hwy,Black,Black,"Auto, 6-Spd AutoStick",4 Door Minivan,1,"$15,990 ","30,453 miles"
2017 BMW,X3,sDrive28i Sport Utility 4D,"4-Cyl, Turbo, 2.0 Liter",21 City / 28 Hwy,Gray,Beige,"Auto, 8-Spd Stptrnc Spt",4 Door SUV,1,"$26,590 ","23,457 miles"
2014 BUICK,ENCLAVE,Leather Sport Utility 4D,"V6, 3.6 Liter",17 City / 24 Hwy,Red,Lt. Gray,"Auto, 6-Spd Overdrive",4 Door SUV,2,"$18,590 ","73,206 miles"
2018 CHRYSLER,PACIFICA,Touring L Plus Minivan 4D,"V6, 3.6 Liter",18 City / 28 Hwy,White,Black / Alloy Interior Colors,"Automatic, 9-Spd",4 Door Minivan,2,"$25,990 ","35,670 miles"
2019 NISSAN,ROGUE SPORT,S Sport Utility 4D,"4-Cyl, 2.0 Liter",24 City / 30 Hwy,Black,Black,"Automatic, CVT W/Xtronic",4 Door SUV,1,"$16,990 ","41,793 miles"
2017 GMC,ACADIA,SLE-1 Sport Utility 4D,"4-Cyl, 2.5 Liter",21 City / 26 Hwy,White,Black,"Automatic, 6-Spd",4 Door SUV,2,"$19,990 ","53,951 miles"
2014 AUDI,A8,L 4.0T Sedan 4D,"V8, Turbo, 4.0 Liter",16 City / 26 Hwy,Gray,Brown,"Auto, 8-Spd Tiptronic",4 Door Sedan,2,"$33,990 ","51,067 miles"
2017 TOYOTA,4RUNNER,SR5 Sport Utility 4D,"V6, 4.0 Liter",17 City / 20 Hwy,White,Black,"Auto, 5-Spd SeqShft",4 Door SUV,2,"$34,990 ","37,727 miles"
2018 ALFA_ROMEO,GIULIA,Sport Sedan 4D ,"4-Cyl, Turbo, 2.0 Liter",23 City / 31 Hwy,Black,Black Interior Color W/Dark Gray Accent Stitching,"Automatic, 8-Spd",4 Door Sedan,2,"$27,590 "," 16,972 miles"
2019 NISSAN,SENTRA,S Sedan 4D,"4-Cyl, 1.8 Liter",27 City / 35 Hwy,White,Charcoal,"Manual, 6-Spd",4 Door Sedan,1,"$13,990 ","20,409 miles"
2018 MAZDA,CX-3,Touring Sport Utility 4D,"4-Cyl, SKYACTIV-G, 2.0 Liter",29 City / 34 Hwy,Red,Black,"Auto, 6-Spd Manual Spt",4 Door SUV,2,"$18,990 ","19,524 miles"
2014 FORD,FOCUS,SE Hatchback 4D,"4-Cyl, Flex Fuel, 2.0L",26 City / 37 Hwy,Red,Charcoal Black Leather Seat,"Auto, 6-Spd Powershift",4 Door Hatchback,1,"$11,990 ","22,927 miles"
2014 MERCEDES-BENZ,M-CLASS,ML 350 Sport Utility 4D,"V6, 3.5 Liter",18 City / 24 Hwy,Silver,Gray,"Auto, 7-Spd Manual Mode",4 Door SUV,2,"$23,990 ","49,939 miles"
2018 FORD,FIESTA,SE Sedan 4D,"4-Cyl, 1.6 Liter",27 City / 37 Hwy,Black,Charcoal Black Cloth Seats,"Auto, 6-Spd SelectShift",4 Door Sedan,1,"$13,990 ","9,243 miles"
2019 VOLVO,XC40,T5 Momentum Sport Utility 4D ,"4-Cyl, Drive-E, Turbo, 2.0 Liter",23 City / 31 Hwy,Red,Beige,"Automatic, 8-Spd Geartronic W/Adaptive Shift",4 Door SUV,1,"$34,990 "," 18,446 miles"
2018 KIA,NIRO,Touring Wagon 4D,"4-Cyl, Hybrid, 1.6 Liter",46 City / 40 Hwy,White,Light Gray,"Automatic, 6-Spd W/Dual-Clutch & Sportmatic",4 Door Wagon,2,"$23,590 ","10,586 miles"
2018 MAZDA,CX-9,Touring Sport Utility 4D ,"4-Cyl, SKYACTIV-G, 2.5T",22 City / 28 Hwy,Red,Black,"Auto, 6-Spd Spt Manual",4 Door SUV,1,"$22,590 "," 44,929 miles"
2017 LEXUS,NX,200t Sport Utility 4D,"4-Cyl, Turbo, 2.0 Liter",22 City / 28 Hwy,Silver,Creme,"Auto, 6-Spd W/Multi-Mode",4 Door SUV,2,"$25,990 ","23,089 miles"
2018 HYUNDAI,SANTA FE SPORT,Sport Utility 4D,"4-Cyl, GDI, 2.4 Liter",21 City / 27 Hwy,Gray,Beige/Beige,"Automatic, 6-Spd W/Shiftronic",4 Door SUV,1,"$18,990 ","15,632 miles"
2015 TOYOTA,AVALON,Limited Hybrid Sedan 4D,"4-Cyl, Hybrid, 2.5 Liter",40 City / 39 Hwy,Silver,Black,"Automatic, CVT",4 Door Sedan,1,"$19,990 ","51,644 miles"
2016 LEXUS,RC,RC 300 Coupe 2D,"V6, 3.5 Liter",19 City / 26 Hwy,Red,Beige,"Automatic, 6-Spd",2 Door Coupe,2,"$31,590 ","27,613 miles"
2017 FIAT,500X,Trekking Sport Utility 4D,"4-Cyl, MultiAir, 2.4L",21 City / 29 Hwy,Blue,Black Interior Colors,"Automatic, 9-Spd",4 Door SUV,2,"$19,590 ","8,462 miles"
2018 HYUNDAI,SANTA FE SPORT,Sport Utility 4D,"4-Cyl, GDI, 2.4 Liter",21 City / 27 Hwy,Gray,Gray,"Automatic, 6-Spd W/Shiftronic",4 Door SUV,1,"$19,990 ","10,397 miles"
2013 HONDA,ACCORD,EX-L Sedan 4D,"V6, I-VTEC, 3.5 Liter",21 City / 32 Hwy,Black,Black,"Automatic, 6-Spd",4 Door Sedan,2,"$16,990 ","55,290 miles"
2016 MERCEDES-BENZ,E-CLASS,E 350 Sedan 4D,"V6, 3.5 Liter",20 City / 29 Hwy,Gray,Black,"Auto, 7-Spd Spt & Economy",4 Door Sedan,2,"$27,990 ","26,794 miles"
2014 CHRYSLER,300,300S Sedan 4D,"V6, 3.6 Liter",19 City / 31 Hwy,White,Black,"Automatic, 8-Spd",4 Door Sedan,1,"$18,590 ","45,797 miles"
2013 MAZDA,MAZDA3,MAZDASPEED3 Touring Hatchback 4D,"4-Cyl, Turbo, 2.3 Liter",18 City / 25 Hwy,Red,Black,"Manual, 6-Spd",4 Door Hatchback,1,"$19,990 ","61,386 miles"
2017 CADILLAC,XT5,Sport Utility 4D,"V6, 3.6 Liter",19 City / 27 Hwy,White,Beige,"Automatic, 8-Spd",4 Door SUV,2,"$23,590 ","35,650 miles"
2017 LEXUS,NX,200t F SPORT SUV 4D ,"4-Cyl, Turbo, 2.0 Liter",22 City / 28 Hwy,Black,Tan,"Auto, 6-Spd W/Multi-Mode",4 Door SUV,1,"$26,990 "," 35,045 miles"
2018 NISSAN,TITAN KING CAB,SV Pickup 4D 6 1/2 ft,"V8, 5.6 Liter",15 City / 21 Hwy,Silver,Black,"Automatic, 7-Spd",4 Door Truck,2,"$30,990 ","13,146 miles"
2015 TOYOTA,HIGHLANDER,LE Sport Utility 4D,"V6, 3.5 Liter",18 City / 24 Hwy,White,Gray,Auto 6Spd Seq Shft & Snow,4 Door SUV,1,"$22,590 ","74,597 miles"
2017 MITSUBISHI,OUTLANDER,SE Sport Utility 4D,"4-Cyl, 2.4 Liter",25 City / 30 Hwy,White,Black,"Automatic, CVT",4 Door SUV,2,"$17,990 ","30,455 miles"
2015 VOLKSWAGEN,GOLF GTI,S Hatchback Sedan 4D,"4-Cyl, Turbo, PZEV, 2.0 Liter",25 City / 34 Hwy,White,Black,"Manual, 6-Spd",4 Door Sedan,2,"$17,590 ","48,384 miles"
2015 MERCEDES-BENZ,GLA-CLASS,GLA 250 4MATIC Sport Utility 4D,"4-Cyl, Turbo, 2.0 Liter",24 City / 32 Hwy,Gray,Gray,"Auto, 7-Spd Dual-Clutch",4 Door SUV,2,"$21,990 ","60,864 miles"
2012 HONDA,PILOT,EX-L Sport Utility 4D,"V6, I-VTEC, 3.5 Liter",18 City / 25 Hwy,White,Gray,"Automatic, 5-Spd",4 Door SUV,2,"$16,590 ","100,702 miles"
2016 AUDI,SQ5,Premium Plus Sport Utility 4D,"V6, Supercharged, 3.0L",17 City / 24 Hwy,Blue,Black,"Auto, 8-Spd Tiptronic",4 Door SUV,2,"$27,590 ","77,862 miles"
2017 KIA,SORENTO,LX Sport Utility 4D,"V6, GDI, 3.3 Liter",17 City / 23 Hwy,Blue,Beige,"Auto, 6-Spd OD Sptmatc",4 Door SUV,1,"$18,990 ","42,257 miles"
2014 TOYOTA,CAMRY,LE Sedan 4D,"4-Cyl, 2.5 Liter",25 City / 35 Hwy,Silver,Gray,"Automatic, 6-Spd",4 Door Sedan,1,"$13,990 ","68,855 miles"
2016 MAZDA,MAZDA3,i Sport Sedan 4D,"4-Cyl, SKYACTIV-G, 2.0L",30 City / 41 Hwy,Blue,Black,"Auto, 6-Spd SKYACTIV-Drv",4 Door Sedan,2,"$12,990 ","76,966 miles"
2019 HYUNDAI,SANTA FE,2.4 SE Sport Utility 4D ,"4-Cyl, GDI, 2.4 Liter",21 City / 27 Hwy,Brown,Black,"Automatic, 8-Spd W/Shiftronic",4 Door SUV,1,"$19,590 "," 31,320 miles"
2017 AUDI,A3,Premium Plus Sedan 4D ,"4-Cyl, Turbo, 2.0 Liter",26 City / 35 Hwy,Blue,Brown,"Auto, 6-Spd S Tronic",4 Door Sedan,2,"$23,990 "," 22,095 miles"
2012 FIAT,500,Sport Hatchback 2D,"4-Cyl, 1.4 Liter",30 City / 38 Hwy,Gray,Black,"Manual, 5-Spd",2 Door Hatchback,1,"$9,590 ","58,137 miles"
2013 BUICK,ENCLAVE,Premium Sport Utility 4D,"V6, 3.6 Liter",17 City / 24 Hwy,White,Brown,"Auto, 6-Spd Overdrive",4 Door SUV,2,"$17,590 ","82,149 miles"
